order_id,customer_id,product_id,store_id,quantity,unit_price,discount,sales_amount,order_status,order_date,extra_column
13020,1560,220,2,8.0,1157.95,0.28,6669.79,Completed,2024-05-30,REMOVE_ME
13021,1073,60,10,9.0,917.39,0.23,6357.51,Pending,2024-09-26,REMOVE_ME
13022,27,236,21,1.0,1049.75,0.26,776.81,cancelled,2023-05-28,REMOVE_ME
13023,167,152,19,5.0,901.28,0.12,3965.63,Pending,2023-10-17,REMOVE_ME
13024,1447,135,19,2.0,105.96,0.06,199.2,Cancelled,2023-09-14,REMOVE_ME
13025,1186,241,22,10.0,1044.87,0.16,8776.91,Completed,2024-09-05,REMOVE_ME
13026,661,133,12,7.0,867.76,0.13,5284.66,cancelled,2023-02-25,REMOVE_ME
13027,1781,260,1,1.0,1016.26,0.16,853.66,Cancelled,2023-09-06,REMOVE_ME
13028,1342,112,9,6.0,73.21,-0.06,465.62,cancelled,2023-10-18,REMOVE_ME
13029,1353,286,3,3.0,707.53,0.17,1761.75,Pending,2024-07-29,REMOVE_ME
13030,1204,14,20,10.0,605.57,-0.01,6116.26,Completed,2024-08-18,REMOVE_ME
13031,259,13,6,1.0,565.94,0.08,520.66,cancelled,2023-02-08,REMOVE_ME
13032,274,245,17,2.0,283.95,-0.0,567.9,Completed,2024-09-15,REMOVE_ME
13033,224,153,17,2.0,122.94,0.13,213.92,cancelled,2023-07-13,REMOVE_ME
13034,1660,179,14,8.0,596.2,0.23,3672.59,Cancelled,2023-03-14,REMOVE_ME
13035,1332,174,11,10.0,1057.16,0.14,9091.58,Cancelled,2024-07-16,REMOVE_ME
13036,844,27,18,3.0,114.12,0.2,273.89,cancelled,2023-11-02,REMOVE_ME
13037,654,107,22,1.0,254.29,0.1,228.86,Pending,2024-08-07,REMOVE_ME
13038,647,157,13,7.0,465.08,-0.02,3320.67,Cancelled,2024-09-19,REMOVE_ME
13039,418,226,16,6.0,966.47,0.21,4581.07,cancelled,2023-05-14,REMOVE_ME
13040,1552,168,15,10.0,412.83,0.02,4045.73,cancelled,2023-07-15,REMOVE_ME
13041,11,76,18,8.0,474.99,0.27,2773.94,cancelled,2024-01-18,REMOVE_ME
13042,1426,262,1,6.0,842.16,0.14,4345.55,Completed,2023-05-11,REMOVE_ME
13043,155,75,5,5.0,971.82,-0.07,5199.24,Pending,2024-07-26,REMOVE_ME
13044,1836,135,19,1.0,320.69,0.17,266.17,Pending,2023-04-27,REMOVE_ME
13045,808,250,24,2.0,23.48,0.05,44.61,completed,2024-12-18,REMOVE_ME
13046,1622,272,12,9.0,584.23,0.0,5258.07,Cancelled,2024-04-18,REMOVE_ME
13047,357,55,13,9.0,626.99,0.19,4570.76,completed,2023-08-07,REMOVE_ME
13048,1762,252,25,10.0,180.81,0.04,1735.78,completed,2023-09-16,REMOVE_ME
13049,110,227,15,5.0,324.14,-0.02,1653.11,Pending,2023-09-25,REMOVE_ME
13050,1671,23,10,3.0,118.59,0.14,305.96,Cancelled,2024-09-11,REMOVE_ME
13051,1485,239,22,5.0,988.68,0.18,4053.59,Cancelled,2023-10-16,REMOVE_ME
13052,111,249,20,5.0,786.69,0.04,3776.11,Pending,2024-06-16,REMOVE_ME
13053,1797,198,5,6.0,251.28,0.07,1402.14,Pending,2023-06-26,REMOVE_ME
13054,1235,149,9,9.0,574.93,-0.06,5484.83,Pending,2023-06-19,REMOVE_ME
13055,854,122,11,5.0,725.74,0.09,3302.12,Cancelled,2024-06-13,REMOVE_ME
13056,1839,102,17,5.0,472.77,-0.06,2505.68,Pending,2023-11-17,REMOVE_ME
13057,1655,3,24,2.0,857.7,-0.02,1749.71,completed,2024-09-10,REMOVE_ME
13058,50,105,24,10.0,940.45,-0.09,10250.91,Cancelled,2023-05-18,REMOVE_ME
13059,1788,81,12,1.0,1142.45,0.05,1085.33,Completed,2023-12-26,REMOVE_ME
13060,236,134,19,8.0,1118.24,0.15,7604.03,Cancelled,2023-09-22,REMOVE_ME
13061,866,219,9,3.0,1124.35,-0.07,3609.16,Cancelled,2024-04-23,REMOVE_ME
13062,72,240,13,7.0,296.27,0.23,1596.9,Completed,2024-03-19,REMOVE_ME
13063,273,78,24,10.0,365.59,-0.08,3948.37,completed,2024-10-28,REMOVE_ME
13064,1975,65,21,6.0,946.61,0.11,5054.9,completed,2024-07-23,REMOVE_ME
13065,1154,230,19,5.0,166.07,0.18,680.89,cancelled,2024-10-26,REMOVE_ME
13066,235,286,2,5.0,586.64,0.0,2933.2,Cancelled,2024-02-23,REMOVE_ME
13067,40,36,1,9.0,1128.72,0.28,7314.11,completed,2023-12-01,REMOVE_ME
13068,1780,130,24,7.0,820.51,0.01,5686.13,cancelled,2023-06-21,REMOVE_ME
13069,1836,218,15,4.0,1120.43,-0.05,4705.81,Cancelled,2023-09-24,REMOVE_ME
13070,145,114,21,8.0,1107.94,0.09,8065.8,completed,2023-10-02,REMOVE_ME
13071,94,75,15,2.0,141.87,0.22,221.32,completed,2024-08-01,REMOVE_ME
13072,969,125,5,4.0,412.57,0.04,1584.27,cancelled,2024-02-11,REMOVE_ME
13073,1339,256,11,9.0,1018.01,-0.07,9803.44,Completed,2023-07-08,REMOVE_ME
13074,237,73,2,5.0,616.68,0.14,2651.72,Cancelled,2024-11-17,REMOVE_ME
13075,1241,265,19,2.0,818.86,0.04,1572.21,completed,2024-06-21,REMOVE_ME
13076,1763,182,6,4.0,554.77,0.22,1730.88,completed,2023-07-17,REMOVE_ME
13077,711,42,24,6.0,465.76,0.26,2067.97,Pending,2023-05-06,REMOVE_ME
13078,1599,144,4,10.0,187.48,0.16,1574.83,Completed,2024-03-07,REMOVE_ME
13079,1930,272,25,8.0,440.26,0.04,3381.2,completed,2023-10-09,REMOVE_ME
13080,1091,27,10,,195.15,0.03,1325.07,Completed,2024-08-20,REMOVE_ME
13081,1033,286,1,2.0,100.81,0.21,159.28,completed,2024-05-29,REMOVE_ME
13082,549,88,12,2.0,227.46,0.13,395.78,Completed,2023-10-06,REMOVE_ME
13083,1371,65,1,4.0,374.39,-0.05,1572.44,Pending,2024-05-20,REMOVE_ME
13084,1759,276,19,2.0,868.96,0.2,1390.34,Completed,2024-06-04,REMOVE_ME
13085,1527,234,19,1.0,322.51,0.13,280.58,Pending,2023-07-25,REMOVE_ME
13086,772,202,14,5.0,296.48,-0.01,1497.22,Cancelled,2023-02-11,REMOVE_ME
13087,1542,119,14,5.0,420.02,0.25,1575.07,cancelled,2023-05-18,REMOVE_ME
13088,337,19,12,4.0,1091.15,-0.04,4539.18,Completed,2023-07-07,REMOVE_ME
13089,309,286,25,6.0,1014.96,0.11,5419.89,cancelled,2023-09-26,REMOVE_ME
13090,399,16,11,7.0,903.2,0.12,5563.71,completed,2024-05-01,REMOVE_ME
13091,1206,270,14,9.0,751.59,0.23,5208.52,Cancelled,2024-05-31,REMOVE_ME
13092,568,268,25,2.0,733.55,0.29,1041.64,Cancelled,2023-10-13,REMOVE_ME
13093,409,187,6,7.0,532.11,0.13,3240.55,completed,2024-06-18,REMOVE_ME
13094,334,63,21,6.0,589.17,-0.06,3747.12,completed,2023-06-14,REMOVE_ME
13095,206,293,5,8.0,1059.18,-0.05,8897.11,completed,2023-12-14,REMOVE_ME
13096,1503,108,20,8.0,300.74,0.16,2020.97,completed,2023-07-11,REMOVE_ME
13097,1702,89,6,6.0,920.67,-0.08,5965.94,Cancelled,2024-11-06,REMOVE_ME
13098,1531,242,21,2.0,1111.13,0.07,2066.7,Completed,2023-08-19,REMOVE_ME
13099,1478,254,4,2.0,34.64,0.21,54.73,cancelled,2023-02-05,REMOVE_ME
13100,644,127,22,10.0,643.88,-0.09,7018.29,completed,2024-04-13,REMOVE_ME
13101,1082,142,15,8.0,416.22,-0.07,3562.84,cancelled,2023-09-16,REMOVE_ME
13102,1281,73,3,4.0,280.87,0.05,1067.31,Cancelled,2024-03-20,REMOVE_ME
13103,1722,174,24,5.0,830.28,0.19,3362.63,Completed,2024-10-15,REMOVE_ME
13104,155,245,17,8.0,814.8,-0.03,6713.95,Cancelled,2024-06-15,REMOVE_ME
13105,966,183,6,4.0,52.33,0.04,200.95,Pending,2024-05-23,REMOVE_ME
13106,779,146,20,6.0,1114.59,0.1,6018.79,completed,2024-07-22,REMOVE_ME
13107,1796,286,3,10.0,1153.01,0.23,8878.18,Completed,2024-03-19,REMOVE_ME
13108,1648,85,4,4.0,29.67,0.27,86.64,cancelled,2023-06-24,REMOVE_ME
13109,1696,172,25,7.0,833.69,-0.0,5835.83,completed,2024-07-09,REMOVE_ME
13110,58,279,18,3.0,156.13,0.11,416.87,Cancelled,2023-10-21,REMOVE_ME
13111,1651,120,6,3.0,748.67,0.01,2223.55,Completed,2023-09-28,REMOVE_ME
13112,1487,168,9,8.0,364.35,-0.01,2943.95,cancelled,2023-11-10,REMOVE_ME
13113,761,265,16,2.0,25.06,0.1,45.11,Cancelled,2024-11-12,REMOVE_ME
13114,986,294,13,7.0,793.87,0.11,4945.81,Completed,2024-07-27,REMOVE_ME
13115,1270,105,12,8.0,1074.44,0.14,7392.15,Pending,2024-12-18,REMOVE_ME
13116,260,109,3,3.0,553.94,0.07,1545.49,Cancelled,2024-10-10,REMOVE_ME
13117,267,124,22,8.0,62.3,0.08,458.53,Completed,2024-11-15,REMOVE_ME
13118,882,298,10,10.0,869.97,0.22,6785.77,Completed,2024-03-11,REMOVE_ME
13119,1752,298,4,3.0,63.53,-0.06,202.03,Pending,2024-04-22,REMOVE_ME
13120,386,16,12,4.0,144.37,0.28,415.79,cancelled,2024-02-10,REMOVE_ME
13121,55,186,22,2.0,475.7,0.26,704.04,Completed,2023-09-10,REMOVE_ME
13122,1684,105,17,6.0,129.22,0.11,690.03,Cancelled,2023-02-12,REMOVE_ME
13123,1147,56,19,5.0,809.95,-0.09,4414.23,cancelled,2023-05-20,REMOVE_ME
13124,498,75,18,3.0,793.98,0.12,2096.11,Completed,2023-01-12,REMOVE_ME
13125,343,141,11,7.0,391.64,0.05,2604.41,cancelled,2023-03-12,REMOVE_ME
13126,1156,205,4,10.0,554.58,0.25,4159.35,completed,2023-10-25,REMOVE_ME
13127,1473,90,14,3.0,802.85,-0.05,2528.98,Completed,2024-02-14,REMOVE_ME
13128,842,23,12,8.0,299.89,0.06,2255.17,completed,2024-06-17,REMOVE_ME
13129,1993,151,20,10.0,350.82,0.03,3402.95,Completed,2024-10-16,REMOVE_ME
13130,1747,35,8,6.0,1035.92,0.19,5034.57,completed,2023-07-28,REMOVE_ME
13131,1957,238,20,8.0,127.84,-0.0,1022.72,Pending,2023-08-24,REMOVE_ME
13132,691,187,20,10.0,841.61,0.19,6817.04,completed,2024-07-14,REMOVE_ME
13133,1939,53,25,2.0,868.38,0.18,1424.14,Pending,2023-11-15,REMOVE_ME
13134,1828,188,7,8.0,977.62,-0.0,7820.96,Completed,2024-08-08,REMOVE_ME
13135,295,1,8,4.0,251.38,0.05,955.24,Pending,2023-10-07,REMOVE_ME
13136,736,157,8,7.0,123.49,0.11,769.34,cancelled,2024-12-24,REMOVE_ME
13137,1782,69,6,2.0,1129.26,-0.02,2303.69,Pending,2024-10-05,REMOVE_ME
13138,1967,16,2,6.0,519.86,0.18,2557.71,Completed,2023-03-02,REMOVE_ME
13139,992,286,8,2.0,365.01,0.04,700.82,Cancelled,2023-10-09,REMOVE_ME
13140,1867,73,22,4.0,564.76,0.1,2033.14,Cancelled,2023-05-17,REMOVE_ME
13141,1139,210,23,4.0,192.51,0.13,669.93,Completed,2024-07-25,REMOVE_ME
13142,1713,202,7,9.0,745.47,-0.07,7178.88,Pending,2024-09-06,REMOVE_ME
13143,12,143,24,2.0,188.18,0.01,372.6,completed,2023-04-10,REMOVE_ME
13144,268,38,10,3.0,323.28,0.29,688.59,Completed,2024-09-27,REMOVE_ME
13145,1204,79,3,10.0,134.24,0.01,1328.98,Pending,2023-04-05,REMOVE_ME
13146,1233,47,11,8.0,141.92,0.18,931.0,Pending,2023-02-25,REMOVE_ME
13147,1617,279,24,3.0,1069.52,0.21,2534.76,Completed,2024-02-29,REMOVE_ME
13148,1410,285,18,5.0,224.9,0.02,1102.01,Cancelled,2023-07-19,REMOVE_ME
13149,128,96,14,4.0,808.07,-0.09,3523.19,cancelled,2023-08-12,REMOVE_ME
13150,944,98,9,10.0,565.13,-0.08,6103.4,cancelled,2023-12-07,REMOVE_ME
13151,240,125,14,4.0,653.13,-0.05,2743.15,Completed,2023-03-29,REMOVE_ME
13152,1530,207,10,6.0,1075.05,0.24,4902.23,Cancelled,2023-12-30,REMOVE_ME
13153,398,214,3,7.0,895.78,0.06,5894.23,Completed,2023-02-24,REMOVE_ME
13154,1295,135,15,8.0,1156.72,0.2,7403.01,completed,2023-10-26,REMOVE_ME
13155,1639,269,9,1.0,761.84,0.07,708.51,Completed,2024-02-15,REMOVE_ME
13156,1458,273,21,2.0,345.74,0.21,546.27,Pending,2023-10-06,REMOVE_ME
13157,104,263,4,7.0,927.22,-0.09,7074.69,Completed,2024-06-01,REMOVE_ME
13158,419,67,1,5.0,493.57,0.03,2393.81,Cancelled,2024-05-14,REMOVE_ME
13159,673,221,18,3.0,499.18,0.2,1198.03,Pending,2024-09-20,REMOVE_ME
13160,582,227,13,4.0,820.84,-0.06,3480.36,cancelled,2023-10-14,REMOVE_ME
13161,1113,118,10,7.0,287.56,0.21,1590.21,cancelled,2024-03-07,REMOVE_ME
13162,1890,283,10,4.0,827.44,-0.07,3541.44,Pending,2023-12-07,REMOVE_ME
13163,316,288,9,1.0,839.29,0.05,797.33,completed,2023-04-26,REMOVE_ME
13164,558,118,4,3.0,935.99,0.13,2442.93,completed,2023-02-08,REMOVE_ME
13165,1934,160,15,4.0,460.62,0.21,1455.56,completed,2024-10-15,REMOVE_ME
13166,1771,193,15,4.0,699.13,-0.1,3076.17,completed,2024-06-08,REMOVE_ME
13167,590,132,6,3.0,1182.33,-0.03,3653.4,completed,2023-09-03,REMOVE_ME
13168,928,248,7,2.0,787.01,-0.02,1605.5,Pending,2023-05-23,REMOVE_ME
13169,1890,297,15,2.0,1141.96,0.07,2124.05,cancelled,2024-05-03,REMOVE_ME
13170,1766,285,21,1.0,1042.71,0.28,750.75,Pending,2024-01-09,REMOVE_ME
13171,673,294,23,3.0,997.03,-0.04,3110.73,Cancelled,2024-09-05,REMOVE_ME
13172,569,188,11,9.0,1152.67,0.11,9232.89,Pending,2023-06-15,REMOVE_ME
13173,1060,57,14,8.0,873.74,-0.1,7688.91,completed,2024-10-06,REMOVE_ME
13174,1067,117,6,1.0,617.04,-0.07,660.23,cancelled,2023-05-01,REMOVE_ME
13175,885,229,14,6.0,695.33,0.08,3838.22,cancelled,2024-05-06,REMOVE_ME
13176,1954,19,11,10.0,668.14,0.09,6080.07,cancelled,2023-04-04,REMOVE_ME
13177,1013,71,17,3.0,781.01,0.13,2038.44,cancelled,2023-05-28,REMOVE_ME
13178,879,103,12,5.0,958.13,0.24,3640.89,cancelled,2024-11-11,REMOVE_ME
13179,297,37,2,6.0,849.03,0.14,4380.99,cancelled,2024-07-23,REMOVE_ME
13180,1673,247,13,6.0,1147.53,0.05,6540.92,cancelled,2023-01-12,REMOVE_ME
13181,1680,88,14,2.0,606.68,-0.04,1261.89,cancelled,2024-07-10,REMOVE_ME
13182,708,52,19,10.0,634.37,-0.07,6787.76,Cancelled,2023-12-07,REMOVE_ME
13183,839,58,25,8.0,802.13,0.12,5647.0,Cancelled,2023-06-04,REMOVE_ME
13184,543,63,11,4.0,157.0,0.18,514.96,completed,2023-12-25,REMOVE_ME
13185,963,23,6,5.0,1061.45,-0.06,5625.69,Cancelled,2024-06-10,REMOVE_ME
13186,1963,9,11,10.0,894.88,-0.03,9217.26,cancelled,2023-06-20,REMOVE_ME
13187,923,150,10,1.0,742.16,0.25,556.62,Completed,2024-06-24,REMOVE_ME
13188,1213,176,22,2.0,356.57,0.07,663.22,Completed,2024-05-02,REMOVE_ME
13189,765,258,2,2.0,858.88,-0.07,1838.0,Pending,2024-03-03,REMOVE_ME
13190,1131,229,5,6.0,557.21,-0.07,3577.29,cancelled,2024-12-24,REMOVE_ME
13191,1275,240,20,9.0,326.65,0.23,2263.68,Completed,2023-07-18,REMOVE_ME
13192,860,257,14,6.0,470.82,-0.06,2994.42,Completed,2024-05-19,REMOVE_ME
13193,613,15,8,8.0,781.35,0.23,4813.12,Completed,2024-11-22,REMOVE_ME
13194,685,125,6,1.0,461.32,0.14,396.74,Pending,2024-12-17,REMOVE_ME
13195,56,135,22,1.0,618.31,0.04,593.58,completed,2024-01-22,REMOVE_ME
13196,795,288,5,8.0,186.45,0.13,1297.69,Pending,2024-08-29,REMOVE_ME
13197,552,193,20,5.0,1186.38,0.28,4270.97,completed,2023-12-01,REMOVE_ME
13198,513,212,21,10.0,536.47,0.13,4667.29,Pending,2024-06-25,REMOVE_ME
13199,292,210,5,5.0,89.38,0.2,357.52,Completed,2023-06-24,REMOVE_ME
13200,628,137,8,1.0,360.77,0.09,328.3,Cancelled,2023-04-25,REMOVE_ME
13201,1610,164,8,1.0,53.27,-0.01,53.8,cancelled,2023-04-03,REMOVE_ME
13202,534,18,24,3.0,87.84,0.23,202.91,cancelled,2023-02-14,REMOVE_ME
13203,453,37,11,7.0,255.88,0.08,1647.87,cancelled,2024-03-01,REMOVE_ME
13204,1802,186,3,10.0,1077.86,0.3,7545.02,completed,2023-06-14,REMOVE_ME
13205,501,233,4,10.0,270.02,0.25,2025.15,cancelled,2024-11-30,REMOVE_ME
13206,74,262,13,4.0,356.25,0.16,1197.0,completed,2024-05-03,REMOVE_ME
13207,315,221,16,1.0,1056.79,0.3,739.75,Cancelled,2023-01-19,REMOVE_ME
13208,1583,66,17,8.0,729.92,-0.07,6248.12,completed,2023-09-23,REMOVE_ME
13209,562,219,18,9.0,651.16,-0.07,6270.67,completed,2024-12-04,REMOVE_ME
13210,1801,280,1,1.0,336.02,-0.09,366.26,Cancelled,2024-09-19,REMOVE_ME
13211,1387,8,21,5.0,1127.21,0.1,5072.45,Cancelled,2023-12-25,REMOVE_ME
13212,1570,241,19,10.0,461.75,0.29,3278.42,Pending,2024-12-08,REMOVE_ME
13213,1756,111,20,8.0,475.19,0.03,3687.47,Cancelled,2023-02-22,REMOVE_ME
13214,185,15,16,2.0,274.5,-0.01,554.49,Completed,2023-08-19,REMOVE_ME
13215,932,60,5,3.0,353.1,-0.05,1112.27,completed,2023-11-04,REMOVE_ME
13216,1592,159,17,7.0,952.05,-0.01,6730.99,Pending,2023-03-29,REMOVE_ME
13217,1908,116,11,9.0,366.66,0.1,2969.95,Completed,2023-05-30,REMOVE_ME
13218,9,53,9,9.0,1025.53,0.17,7660.71,Cancelled,2024-06-21,REMOVE_ME
13219,720,105,22,10.0,558.72,0.25,4190.4,Cancelled,2024-12-14,REMOVE_ME
13220,1654,213,3,9.0,520.94,0.05,4454.04,Cancelled,2024-10-04,REMOVE_ME
13221,1749,240,25,1.0,234.39,0.09,213.29,Pending,2024-08-07,REMOVE_ME
13222,1409,86,25,2.0,1143.84,-0.09,2493.57,Pending,2024-06-22,REMOVE_ME
13223,1760,213,16,4.0,392.38,0.2,1255.62,Completed,2023-04-18,REMOVE_ME
13224,681,215,12,1.0,300.94,0.1,270.85,cancelled,2024-03-17,REMOVE_ME
13225,1744,141,13,10.0,859.63,0.14,7392.82,Cancelled,2024-12-13,REMOVE_ME
13226,1322,175,6,4.0,1111.32,0.23,3422.87,completed,2023-04-19,REMOVE_ME
13227,564,185,18,10.0,554.59,0.06,5213.15,Completed,2024-04-23,REMOVE_ME
13228,1824,32,14,2.0,728.22,0.3,1019.51,Pending,2023-12-09,REMOVE_ME
13229,319,143,13,8.0,862.29,-0.08,7450.19,completed,2024-08-20,REMOVE_ME
13230,777,260,1,6.0,802.43,0.18,3947.96,Pending,2023-03-16,REMOVE_ME
13231,622,234,5,2.0,1197.89,0.15,2036.41,Pending,2024-11-05,REMOVE_ME
13232,909,248,24,10.0,894.56,0.28,6440.83,Cancelled,2023-05-02,REMOVE_ME
13233,700,115,3,3.0,531.37,0.27,1163.7,Pending,2024-12-07,REMOVE_ME
13234,65,93,8,1.0,1062.74,0.21,839.56,Cancelled,2024-03-14,REMOVE_ME
13235,175,228,3,8.0,271.47,-0.09,2367.22,completed,2024-02-02,REMOVE_ME
13236,1893,92,8,5.0,346.51,0.14,1489.99,Cancelled,2023-09-21,REMOVE_ME
13237,1105,185,3,10.0,731.6,0.19,5925.96,completed,2023-11-01,REMOVE_ME
13238,1530,176,12,7.0,100.68,0.27,514.47,cancelled,2023-11-21,REMOVE_ME
13239,1635,127,3,7.0,1181.68,-0.03,8519.91,cancelled,2023-08-21,REMOVE_ME
13240,1788,138,6,2.0,1064.62,0.2,1703.39,Pending,2024-01-28,REMOVE_ME
13241,1151,111,16,1.0,246.14,-0.06,260.91,completed,2023-09-06,REMOVE_ME
13242,1333,270,14,10.0,142.21,0.29,1009.69,Completed,2024-03-17,REMOVE_ME
13243,565,269,12,2.0,821.9,0.16,1380.79,Pending,2024-06-09,REMOVE_ME
13244,81,16,24,8.0,388.4,-0.02,3169.34,completed,2023-03-02,REMOVE_ME
13245,531,30,24,9.0,986.2,0.14,7633.19,cancelled,2024-03-03,REMOVE_ME
13246,626,289,10,5.0,495.57,0.01,2453.07,Completed,2024-07-09,REMOVE_ME
13247,1584,152,23,3.0,1027.14,0.09,2804.09,completed,2023-02-13,REMOVE_ME
13248,1290,43,15,8.0,1131.61,-0.06,9596.05,Pending,2024-05-26,REMOVE_ME
13249,1202,205,24,2.0,915.65,0.08,1684.8,Pending,2024-04-15,REMOVE_ME
13250,890,201,3,3.0,1091.49,0.29,2324.87,Completed,2024-04-15,REMOVE_ME
13251,1840,86,15,7.0,104.89,0.1,660.81,cancelled,2024-11-28,REMOVE_ME
13252,522,269,22,5.0,777.55,0.21,3071.32,Cancelled,2023-03-15,REMOVE_ME
13253,1628,231,22,2.0,142.67,-0.03,293.9,cancelled,2024-09-22,REMOVE_ME
13254,492,141,13,2.0,321.84,0.07,598.62,Completed,2024-10-01,REMOVE_ME
13255,6,47,24,3.0,315.47,-0.09,1031.59,completed,2023-02-20,REMOVE_ME
13256,718,184,23,3.0,702.76,0.13,1834.2,Pending,2024-06-21,REMOVE_ME
13257,977,117,3,2.0,960.2,-0.03,1978.01,completed,2024-08-08,REMOVE_ME
13258,338,48,3,4.0,354.98,0.0,1419.92,Cancelled,2023-09-16,REMOVE_ME
13259,870,31,5,6.0,767.6,0.16,3868.7,Cancelled,2024-04-28,REMOVE_ME
13260,51,198,21,2.0,386.23,0.06,726.11,completed,2023-03-06,REMOVE_ME
13261,780,130,18,8.0,816.16,0.25,4896.96,cancelled,2024-04-06,REMOVE_ME
13262,512,223,14,2.0,1061.76,0.21,1677.58,Completed,2023-01-03,REMOVE_ME
13263,1100,1,22,10.0,1011.21,0.06,9505.37,Completed,2023-01-31,REMOVE_ME
13264,81,98,10,2.0,943.81,-0.0,1887.62,cancelled,2023-01-15,REMOVE_ME
13265,180,31,23,3.0,441.87,0.03,1285.84,cancelled,2024-10-25,REMOVE_ME
13266,1808,27,4,2.0,710.37,0.16,1193.42,Pending,2023-11-10,REMOVE_ME
13267,816,87,14,1.0,393.99,0.28,283.67,cancelled,2024-11-10,REMOVE_ME
13268,1002,168,7,6.0,717.09,-0.06,4560.69,cancelled,2024-07-08,REMOVE_ME
13269,922,215,20,10.0,431.69,0.02,4230.56,Completed,2024-08-14,REMOVE_ME
13270,458,54,19,5.0,129.28,0.11,575.3,Pending,2024-08-08,REMOVE_ME
13271,1410,299,2,1.0,309.61,0.1,278.65,Cancelled,2023-07-04,REMOVE_ME
13272,488,295,22,3.0,335.27,0.2,804.65,completed,2024-08-23,REMOVE_ME
13273,1519,266,16,5.0,1071.89,0.21,4233.97,completed,2024-05-18,REMOVE_ME
13274,1936,61,24,7.0,399.34,0.29,1984.72,Pending,2023-02-05,REMOVE_ME
13275,37,256,21,3.0,1011.34,-0.08,3276.74,completed,2023-05-01,REMOVE_ME
13276,774,247,16,1.0,471.71,0.05,448.12,Cancelled,2024-04-14,REMOVE_ME
13277,1623,60,15,7.0,1174.62,0.13,7153.44,Completed,2023-01-30,REMOVE_ME
13278,1753,34,2,5.0,820.82,0.0,4104.1,Cancelled,2023-05-15,REMOVE_ME
13279,1288,92,7,9.0,490.37,0.0,4413.33,Completed,2024-05-05,REMOVE_ME
13280,202,136,15,7.0,115.64,0.25,607.11,cancelled,2024-06-10,REMOVE_ME
13281,207,168,14,3.0,380.05,0.0,1140.15,Pending,2023-05-16,REMOVE_ME
13282,1371,219,20,7.0,368.65,-0.02,2632.16,Pending,2023-12-29,REMOVE_ME
13283,151,195,3,10.0,148.18,-0.05,1555.89,completed,2023-04-15,REMOVE_ME
13284,901,38,24,5.0,867.79,0.21,3427.77,cancelled,2023-12-04,REMOVE_ME
13285,369,127,1,6.0,1094.15,0.01,6499.25,Completed,2024-10-06,REMOVE_ME
13286,233,284,20,4.0,601.73,0.26,1781.12,completed,2023-06-01,REMOVE_ME
13287,273,211,17,8.0,488.65,0.05,3713.74,Pending,2023-09-11,REMOVE_ME
13288,1486,158,2,1.0,545.09,0.2,436.07,Completed,2024-12-08,REMOVE_ME
13289,1364,130,9,5.0,857.28,0.06,4029.22,Cancelled,2024-08-06,REMOVE_ME
13290,820,215,25,1.0,211.05,0.15,179.39,Pending,2024-10-04,REMOVE_ME
13291,939,39,24,6.0,74.87,0.13,390.82,cancelled,2024-08-10,REMOVE_ME
13292,900,65,8,4.0,314.57,0.14,1082.12,Pending,2023-06-18,REMOVE_ME
13293,979,49,20,5.0,639.44,0.19,2589.73,Cancelled,2023-08-21,REMOVE_ME
13294,1086,172,3,2.0,378.44,0.13,658.49,Cancelled,2024-06-08,REMOVE_ME
13295,1707,77,10,7.0,202.76,0.27,1036.1,completed,2024-08-05,REMOVE_ME
13296,1242,240,21,1.0,768.45,-0.05,806.87,completed,2023-06-04,REMOVE_ME
13297,1313,97,22,5.0,1107.61,0.17,4596.58,Completed,2024-09-16,REMOVE_ME
13298,531,96,19,2.0,398.93,0.25,598.39,Cancelled,2024-07-13,REMOVE_ME
13299,262,263,25,10.0,354.79,0.1,3193.11,Cancelled,2023-06-22,REMOVE_ME
13300,1009,11,20,7.0,39.65,-0.06,294.2,Cancelled,2023-12-18,REMOVE_ME
13301,133,101,5,3.0,936.45,0.27,2050.83,cancelled,2023-01-18,REMOVE_ME
13302,1721,238,4,10.0,1182.67,0.19,9579.63,completed,2024-03-27,REMOVE_ME
13303,1955,164,17,4.0,671.13,0.01,2657.67,completed,2024-11-30,REMOVE_ME
13304,1145,152,20,5.0,302.32,0.28,1088.35,Cancelled,2024-11-10,REMOVE_ME
13305,954,296,3,3.0,886.55,0.27,1941.54,completed,2023-11-16,REMOVE_ME
13306,1694,287,8,6.0,1017.3,0.13,5310.31,completed,2024-01-31,REMOVE_ME
13307,689,210,18,2.0,485.73,0.05,922.89,Cancelled,2024-09-27,REMOVE_ME
13308,767,227,13,5.0,1198.47,0.06,5632.81,Cancelled,2024-12-17,REMOVE_ME
13309,503,137,2,9.0,866.14,0.2,6236.21,Pending,2024-06-28,REMOVE_ME
13310,73,240,2,3.0,910.7,0.14,2349.61,Pending,2024-10-15,REMOVE_ME
13311,312,237,7,7.0,958.1,-0.02,6840.83,Pending,2024-08-20,REMOVE_ME
13312,734,173,8,5.0,604.34,0.02,2961.27,Pending,2024-11-09,REMOVE_ME
13313,1142,202,23,1.0,149.38,0.13,129.96,Cancelled,2024-10-30,REMOVE_ME
13314,1374,7,15,5.0,543.54,0.14,2337.22,completed,2024-04-25,REMOVE_ME
13315,1402,140,7,1.0,839.32,0.08,772.17,Pending,2024-05-28,REMOVE_ME
